Year,Comments,,Region,Subnational,Frequency,Unit,Source,Status,Series ID,SR Code,Mnemonic,Function Information,First Obs. Date,Last Obs. Date,Last Update Time,Series remarks,Suggestions,Mean,Variance,Standard Deviation,Skewness,Kurtosis,Coefficient Variation,Min,Max,Median,No. of Obs,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
2011,,GSDP: 2011-12p: Goa,India,India,"Annual, ending ""Mar"" of each year",INR mn,Central Statistics Office,Active,374618317 (IAZDHAAAAAAMMX),SR97556897,,,2012,2017,2/8/2018,,,413065.5535,5222501195,72266.87481,0.154237823,-0.411705325,0.174952557,315684.6229,518466.3809,412415.7397,6,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,423666.5649,358502.2048,315684.6229,401164.9146,460908.633,518466.3809,#N/A
2011,,GSDP: 2011-12p: Gujarat,India,India,"Annual, ending ""Mar"" of each year",INR mn,Central Statistics Office,Active,374618327 (IAZDHAAAAAAMMY),SR97556907,,,2012,2017,2/8/2018,,,7871477.096,1.88354E+12,1372420.223,0.301112744,-1.038125396,0.174353581,6156060.699,9844531.273,7728557.552,6,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,6156060.699,6826502.122,7342838.663,8114276.44,8944653.38,9844531.273,#N/A
2011,,GSDP: 2011-12p: Haryana,India,India,"Annual, ending ""Mar"" of each year",INR mn,Central Statistics Office,Active,374618337 (IAZDHAAAAAAMMZ),SR97556917,,,2012,2017,8/8/2017,,,3609661.827,2.56141E+11,506103.4249,0.30889876,-0.857894631,0.140207989,2975385.207,4346079.272,3567175.957,6,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2975385.207,3205695.197,3467993.241,3666358.672,3996459.371,4346079.272,#N/A
2011,,GSDP: 2011-12p: Himachal Pradesh,India,India,"Annual, ending ""Mar"" of each year",INR mn,Central Statistics Office,Active,374618347 (IAZDHAAAAAAMNA),SR97556927,,,2012,2018,5/9/2018,,,901179.5303,18336971616,135414.0747,0.187565701,-1.340780282,0.15026315,727198.351,1095636.482,890601.8999,7,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,727198.351,773842.7436,828466.9017,890601.8999,962740.6209,1029769.713,1095636.482
2011,,GSDP: 2011-12p: Jammu and Kashmir,India,India,"Annual, ending ""Mar"" of each year",INR mn,Central Statistics Office,Active,374618357 (IAZDHAAAAAAMNB),SR97556937,,,2012,2017,2/8/2018,,,876155.7714,9375850288,96828.97442,0.867583029,-1.1799181,0.110515707,782555.4808,1022058.843,837438.0464,6,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,782555.4808,807665.7271,851154.964,823721.1287,969778.4851,1022058.843,#N/A
2011,,GSDP: 2011-12p: Jharkhand,India,India,"Annual, ending ""Mar"" of each year",INR mn,Central Statistics Office,Active,374618367 (IAZDHAAAAAAMNC),SR97556947,,,2012,2018,2/8/2018,,,1770331.831,34831942902,186633.1774,0.091721412,-1.176564298,0.105422709,1509175.9,2033580.214,1748811.5,7,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1509175.9,1632502.7,1658162.6,1865343.9,1748811.5,1944746,2033580.214
2011,,GSDP: 2011-12p: Karnataka,India,India,"Annual, ending ""Mar"" of each year",INR mn,Central Statistics Office,Active,374618377 (IAZDHAAAAAAMND),SR97556957,,,2012,2018,5/9/2018,,,7724431.248,1.83832E+12,1355845.347,0.341454488,-1.132667004,0.175526884,6060098.105,9779941.176,7484291.08,7,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,6060098.105,6432897.481,7048496.09,7484291.08,8314492.189,8950802.615,9779941.176
2011,,GSDP: 2011-12p: Kerala,India,India,"Annual, ending ""Mar"" of each year",INR mn,Central Statistics Office,Active,374618387 (IAZDHAAAAAAMNE),SR97556967,,,2012,2017,2/8/2018,,,4174651.605,1.81342E+11,425843.1878,0.445293147,-0.487471873,0.102006881,3640478.894,4818393.346,4113684.421,6,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,3640478.894,3876934.583,4027813.308,4199555.534,4484733.967,4818393.346,#N/A
2011,,GSDP: 2011-12p: Madhya Pradesh,India,India,"Annual, ending ""Mar"" of each year",INR mn,Central Statistics Office,Active,374618397 (IAZDHAAAAAAMNF),SR97556977,,,2012,2018,5/9/2018,,,3983843.929,4.17363E+11,646036.3545,0.528157841,-0.689227181,0.162164072,3155615.9,4991019.1,3841051.5,7,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,3155615.9,3516826.2,3651339.4,3841051.5,4079700.1,4651355.3,4991019.1
2011,,GSDP: 2011-12p: Maharashtra,India,India,"Annual, ending ""Mar"" of each year",INR mn,Central Statistics Office,Active,374618407 (IAZDHAAAAAAMNG),SR97556987,,,2012,2018,2/8/2018,,,15828181.72,6.13892E+12,2477684.699,0.416752252,-1.066364826,0.156536281,12803694.37,19599203.27,15432112.72,7,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,12803694.37,13579423.71,14516010.98,15432112.72,16603869.03,18262957.99,19599203.27
2011,,GSDP: 2011-12p: Manipur,India,India,"Annual, ending ""Mar"" of each year",INR mn,Central Statistics Office,Active,374618417 (IAZDHAAAAAAMNH),SR97556997,,,2012,2017,2/8/2018,,,147800.0285,298262210.9,17270.26957,0.164585865,-2.027641012,0.116848892,129145.958,169889.4,146799.9435,6,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,129145.958,129928.126,141150.887,152449,164236.8,169889.4,#N/A
2011,,GSDP: 2011-12p: Meghalaya,India,India,"Annual, ending ""Mar"" of each year",INR mn,Central Statistics Office,Active,374618427 (IAZDHAAAAAAMNI),SR97557007,,,2012,2018,5/9/2018,,,211495.2658,228384058,15112.38095,1.731367481,2.760998049,0.071454937,199177.4372,242017.1428,206384.1903,7,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,199177.4372,203535.6537,207257.0625,201583.3082,206384.1903,220512.0658,242017.1428
2011,,GSDP: 2011-12p: Mizoram,India,India,"Annual, ending ""Mar"" of each year",INR mn,Central Statistics Office,Active,374618437 (IAZDHAAAAAAMNJ),SR97557017,,,2012,2017,2/8/2018,,,102414.6873,687471902.6,26219.6854,0.191502899,-1.860634499,0.256014895,72586.9,137890.9901,101497.2812,6,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,72586.9,77779.7,90384.16239,112610.4,123235.9713,137890.9901,#N/A
2011,,GSDP: 2011-12p: Nagaland,India,India,"Annual, ending ""Mar"" of each year",INR mn,Central Statistics Office,Active,374618447 (IAZDHAAAAAAMNK),SR97557027,,,2012,2017,2/8/2018,,,139012.8866,149392547.1,12222.62439,-0.246453522,-0.88746007,0.087924398,121767.4187,155112.5079,140956.772,6,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,121767.4187,128678.9629,137925.8526,143987.6914,146604.8864,155112.5079,#N/A
2011,,GSDP: 2011-12p: Odisha,India,India,"Annual, ending ""Mar"" of each year",INR mn,Central Statistics Office,Active,374618457 (IAZDHAAAAAAMNL),SR97557037,,,2012,2018,8/3/2018,,,2818879.839,1.73865E+11,416971.8134,0.465062939,-0.902187079,0.147921102,2309870.736,3462937.577,2706699.362,7,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2309870.736,2433634.759,2658915.172,2706699.362,2927923.997,3232177.272,3462937.577
2011,,GSDP: 2011-12p: Puducherry,India,India,"Annual, ending ""Mar"" of each year",INR mn,Central Statistics Office,Active,374618587 (IAZDHAAAAAAMNY),SR97557047,,,2012,2018,5/9/2018,,,190977.3062,374116653.4,19342.09537,0.702090349,0.103579393,0.101279549,168180.1,224242.4572,191702.5,7,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,168180.1,173104.3,191702.5,182066.5247,191790.1314,205755.1299,224242.4572
2011,,GSDP: 2011-12p: Punjab,India,India,"Annual, ending ""Mar"" of each year",INR mn,Central Statistics Office,Active,374618467 (IAZDHAAAAAAMNM),SR97557057,,,2012,2017,2/8/2018,,,3069165.405,99856416466,316000.659,0.220309503,-0.861207666,0.102959801,2666282.913,3524211.155,3057875.29,6,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2666282.913,2808228.515,2994497.289,3121253.292,3300519.266,3524211.155,#N/A
2011,,GSDP: 2011-12p: Rajasthan,India,India,"Annual, ending ""Mar"" of each year",INR mn,Central Statistics Office,Active,374618477 (IAZDHAAAAAAMNN),SR97557067,,,2012,2018,22/03/2018,,,5280636.564,5.79881E+11,761498.9247,0.306776403,-1.206965905,0.144205896,4348366.38,6419402.986,5217003.646,7,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4348366.38,4545643.399,4862301.831,5217003.646,5581443.281,5990294.427,6419402.986
2011,,GSDP: 2011-12p: Sikkim,India,India,"Annual, ending ""Mar"" of each year",INR mn,Central Statistics Office,Active,374618487 (IAZDHAAAAAAMNO),SR100710797,,,2012,2018,2/8/2018,,,134100.0632,405202443.9,20129.64093,0.37562914,-1.493816496,0.150109108,111650.9684,163899.4275,130709.7091,7,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,111650.9684,114212.0536,121140.4796,130709.7091,143695.0107,153392.7935,163899.4275
2011,,GSDP: 2011-12p: Tamil Nadu,India,India,"Annual, ending ""Mar"" of each year",INR mn,Central Statistics Office,Active,374618497 (IAZDHAAAAAAMNP),SR97557077,,,2012,2018,2/8/2018,,,9081013.734,1.47542E+12,1214667.011,0.22745496,-1.058153014,0.133758966,7514857.604,10908017.41,8939150.673,7,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,7514857.604,7918243.148,8519755.823,8939150.673,9675624.605,10091446.87,10908017.41
2011,,GSDP: 2011-12p: Telangana,India,India,"Annual, ending ""Mar"" of each year",INR mn,Central Statistics Office,Active,374618507 (IAZDHAAAAAAMNQ),SR97557087,,,2012,2018,5/9/2018,,,4394856.281,5.94326E+11,770925.703,0.694515591,-0.877011843,0.175415452,3594341.1,5645385.479,4163320.7,7,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,3594341.1,3701131.2,3899567.8,4163320.7,4645424.356,5114823.332,5645385.479
2011,,GSDP: 2011-12p: Tripura,India,India,"Annual, ending ""Mar"" of each year",INR mn,Central Statistics Office,Active,374618517 (IAZDHAAAAAAMNR),SR100710807,,,2012,2016,6/3/2018,,,231070.06,1135066000,33690.74056,0.427699169,-0.646405343,0.145803141,192084.1,278203,228191.1,5,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,192084.1,208729.7,228191.1,248142.4,278203,#N/A,#N/A
2011,,GSDP: 2011-12p: Uttar Pradesh,India,India,"Annual, ending ""Mar"" of each year",INR mn,Central Statistics Office,Active,374618527 (IAZDHAAAAAAMNS),SR97557097,,,2012,2018,5/9/2018,,,8623894.811,1.31902E+12,1148485.744,0.418083357,-1.190035122,0.133174832,7240504.4,10361485.36,8344323.6,7,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,7240504.4,7582049.7,8020696.9,8344323.6,9077004.092,9741199.622,10361485.36
2011,,GSDP: 2011-12p: Uttarakhand,India,India,"Annual, ending ""Mar"" of each year",INR mn,Central Statistics Office,Active,374618537 (IAZDHAAAAAAMNT),SR97557107,,,2012,2018,5/9/2018,,,1431300.469,42656302944,206534.0237,0.110254319,-1.148209407,0.14429816,1153275.851,1728489.76,1412776.384,7,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1153275.851,1237100.579,1341823.502,1412776.384,1526987.266,1618649.942,1728489.76
2004,Rebased from 2004-05 to 2011-12 base,Gross State Domestic Product (GSDP): 2004-05p: Andhra Pradesh,India,India,"Annual, ending ""Mar"" of each year",INR mn,Central Statistics Office,Rebased,253737002 (IAUEDBCJ),SR4797524,,,2005,2015,4/3/2016,Rebased from 2004-2005 base to 2011-2012 base. Replacement series ID: 374618267,374618267,1963658.604,1.79128E+11,423234.8054,0.060019853,-1.004415062,0.215533802,1347668.834,2645209.2,1949939.599,11,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1347668.834,1419766.218,1573863.198,1780276.795,1818294.027,1949939.599,2082734.775,2212854.8,2302399.9,2467237.3,2645209.2,#N/A,#N/A,#N/A
2004,Rebased from 2004-05 to 2011-12 base,GSDP: 2004-05p: Andaman & Nicobar Islands,India,India,"Annual, ending ""Mar"" of each year",INR mn,Central Statistics Office,Rebased,253720602 (IAUEDBDO),SR4797357,,,2005,2014,4/3/2016,Rebased from 2004-2005 base to 2011-2012 base. Replacement series ID: 374618557,374618557,29918.49576,75273974.77,8676.057559,-0.004301018,-1.484366317,0.289989765,18126.43351,42199.34614,30208.99995,10,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,18126.43351,19069.91924,22507.54654,24786.93543,28338.81297,32079.18692,34596.33721,37333.93988,40146.49978,42199.34614,#N/A,#N/A,#N/A,#N/A
2004,Rebased from 2004-05 to 2011-12 base,GSDP: 2004-05p: Arunachal Pradesh,India,India,"Annual, ending ""Mar"" of each year",INR mn,Central Statistics Office,Rebased,253737102 (IAUEDBCK),SR4797387,,,2005,2015,4/3/2016,Rebased from 2004-2005 base to 2011-2012 base. Replacement series ID: 374618277,374618277,48250.10909,92766749.86,9631.549712,-0.065974879,-1.253298036,0.199617159,34875.1,63212.4,50294.8,11,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,34875.1,35842.3,37721.2,42268,45958.3,50294.8,52204.1,55103,54224.2,59047.8,63212.4,#N/A,#N/A,#N/A
2004,Rebased from 2004-05 to 2011-12 base,GSDP: 2004-05p: Assam,India,India,"Annual, ending ""Mar"" of each year",INR mn,Central Statistics Office,Rebased,253737202 (IAUEDBCL),SR4797348,,,2005,2015,4/3/2016,Rebased from 2004-2005 base to 2011-2012 base. Replacement series ID: 374618287,374618287,701062.2818,17308298783,131561.0078,0.34706518,-1.092546696,0.187659515,533977.1,924316.3,697938.7,11,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,533977.1,552135.6,577835.2,605672,640325.6,697938.7,734444.2,768436.8,807986.4,868617.2,924316.3,#N/A,#N/A,#N/A
2004,Rebased from 2004-05 to 2011-12 base,GSDP: 2004-05p: Bihar,India,India,"Annual, ending ""Mar"" of each year",INR mn,Central Statistics Office,Rebased,253737302 (IAUEDBCM),SR4797521,,,2005,2015,4/3/2016,Rebased from 2004-2005 base to 2011-2012 base. Replacement series ID: 374618297,374618297,1230244.713,1.53366E+11,391619.2731,0.442551727,-1.110596542,0.318326321,764659.3663,1897892.498,1131575.829,11,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,777811.6332,764659.3663,888401.6705,937740.6366,1074117.861,1131575.829,1301708.899,1435600.775,1589089.347,1734093.325,1897892.498,#N/A,#N/A,#N/A
2004,Rebased from 2004-05 to 2011-12 base,GSDP: 2004-05p: Chandigarh,India,India,"Annual, ending ""Mar"" of each year",INR mn,Central Statistics Office,Rebased,253720702 (IAUEDBDP),SR4797378,,,2005,2014,4/3/2016,Rebased from 2004-2005 base to 2011-2012 base. Replacement series ID: 374618567,374618567,123138.36,502104421.4,22407.68666,-0.398325496,-0.539523816,0.181971618,85040.4,156878.3,128623.8,10,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,85040.4,94133.3,107949.9,115805.4,125190.8,132056.8,133378,137867.4,143083.3,156878.3,#N/A,#N/A,#N/A,#N/A
2004,Rebased from 2004-05 to 2011-12 base,GSDP: 2004-05p: Chattisgarh,India,India,"Annual, ending ""Mar"" of each year",INR mn,Central Statistics Office,Rebased,253738302 (IAUEDBCZ),SR4797472,,,2005,2015,4/3/2016,Rebased from 2004-2005 base to 2011-2012 base. Replacement series ID: 374618307,374618307,735445.9754,32276870128,179657.647,0.02874634,-1.15773496,0.244283949,478622.9094,1008424.688,713426.2127,11,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,478622.9094,494077.3853,585981.6277,636437.6961,689821.1109,713426.2127,789029.5,834093.7,907366.4,952624.5,1008424.688,#N/A,#N/A,#N/A
2004,Rebased from 2004-05 to 2011-12 base,GSDP: 2004-05p: Delhi,India,India,"Annual, ending ""Mar"" of each year",INR mn,Central Statistics Office,Rebased,253720802 (IAUEDBDQ),SR4797475,,,1981,2015,4/3/2016,Rebased from 2004-2005 base to 2011-2012 base. Replacement series ID: 374618577,374618577,845777.7807,4.10198E+11,640467.2969,1.020845994,-0.092525586,0.75725245,191500,2380264.98,663800,35,191500,204200,226400,220800,231200,264400,283600,300400,325100,358400,373600,419900,442000,456000,506200,520600,582000,663800,698200,726700,760300,793000,852300,899100,1003245.231,1104060.722,1240795.814,1379608.566,1557910.911,1686375.254,1807653.912,1902764.177,2039931.694,2199911.061,2380264.98,#N/A,#N/A,#N/A
2004,Rebased from 2004-05 to 2011-12 base,GSDP: 2004-05p: Goa,India,India,"Annual, ending ""Mar"" of each year",INR mn,Central Statistics Office,Rebased,253737502 (IAUEDBCO),SR4797351,,,2005,2014,4/3/2016,Rebased from 2004-2005 base to 2011-2012 base. Replacement series ID: 374618317,374618317,202078.986,4122193859,64204.3134,0.492174211,-1.397796108,0.317718901,127133.0747,303453.5813,183572.2734,10,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,127133.0747,136716.1714,150417.2027,158753.8012,174661.7546,192482.7921,224990.8466,270449.4781,281731.1578,303453.5813,#N/A,#N/A,#N/A,#N/A
2004,Rebased from 2004-05 to 2011-12 base,GSDP: 2004-05p: Gujarat,India,India,"Annual, ending ""Mar"" of each year",INR mn,Central Statistics Office,Rebased,253737602 (IAUEDBCP),SR4797391,,,2005,2014,4/3/2016,Rebased from 2004-2005 base to 2011-2012 base. Replacement series ID: 374618327,374618327,3234710.791,6.85905E+11,828193.7994,0.116124097,-1.192415374,0.256033337,2033730,4526252.588,3172340,10,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2033730,2337760,2533930,2812730,3003410,3341270,3675812.785,3920577.827,4161634.706,4526252.588,#N/A,#N/A,#N/A,#N/A
2004,Rebased from 2004-05 to 2011-12 base,GSDP: 2004-05p: Haryana,India,India,"Annual, ending ""Mar"" of each year",INR mn,Central Statistics Office,Rebased,253737702 (IAUEDBCQ),SR4797355,,,2005,2015,4/3/2016,Rebased from 2004-2005 base to 2011-2012 base. Replacement series ID: 374618337,374618337,1521820.892,1.58024E+11,397521.7735,0.116293873,-1.230055387,0.261214559,957951.2,2151457.3,1524744.7,11,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,957951.2,1046077.9,1163443.4,1261707.6,1364779.4,1524744.7,1637702.009,1769169.684,1866428.318,1996568.306,2151457.3,#N/A,#N/A,#N/A
2004,Rebased from 2004-05 to 2011-12 base,GSDP: 2004-05p: Himachal Pradesh,India,India,"Annual, ending ""Mar"" of each year",INR mn,Central Statistics Office,Rebased,253737802 (IAUEDBCR),SR4797445,,,2005,2014,4/3/2016,Rebased from 2004-2005 base to 2011-2012 base. Replacement series ID: 374618347,374618347,351385.7131,6284441145,79274.46717,0.138467804,-1.276463532,0.225605266,240765.8147,472547.5806,345536.6637,10,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,240765.8147,261073.3332,284805.9138,309167.291,332101.144,358972.1835,390544.0903,419082.1867,444797.5928,472547.5806,#N/A,#N/A,#N/A,#N/A
