Year,Comments,,Region,Subnational,Frequency,Unit,Source,Status,Series ID,SR Code,Mnemonic,Function Information,First Obs. Date,Last Obs. Date,Last Update Time,Series remarks,Suggestions,Mean,Variance,Standard Deviation,Skewness,Kurtosis,Coefficient Variation,Min,Max,Median,No. of Obs,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
1999,Rebased from 1999-00 to 2004-05 base,GSDP: Kerala,India,India,"Annual, ending ""Mar"" of each year",INR mn,Central Statistics Office,Rebased,61164502 (IAUEAAAL),SR1905752,,,2000,2009,3/11/2013,Rebased from 1999-2000 base to 2004-2005 base. Replacement series ID: 253734902,374618057,1139764,1.73237E+11,416217.7439,0.72080611,-0.666534799,0.365178883,691680,1898410,1034790,10,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,691680,726590,779240,868950,966980,1102600,1255880,1450090,1657220,1898410,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1999,Rebased from 1999-00 to 2004-05 base,GSDP: Madhya Pradesh,India,India,"Annual, ending ""Mar"" of each year",INR mn,Central Statistics Office,Rebased,61164602 (IAUEAAAM),SR1905784,,,2000,2009,3/11/2013,Rebased from 1999-2000 base to 2004-2005 base. Replacement series ID: 253735002,374618067,1114584,99146163604,314874.838,0.839756097,-0.294171591,0.282504359,792030,1715470,1048235,10,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,801320,792030,867450,868320,1028390,1068080,1175650,1330730,1498400,1715470,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1999,Rebased from 1999-00 to 2004-05 base,GSDP: Maharashtra,India,India,"Annual, ending ""Mar"" of each year",INR mn,Central Statistics Office,Rebased,61164802 (IAUEAAAO),SR1905891,,,2000,2010,3/11/2013,Rebased from 1999-2000 base to 2004-2005 base. Replacement series ID: 253735202,374618077,4446087.273,3.84732E+12,1961457.779,0.877361572,-0.279018584,0.44116493,2478300,8319710,3862970,11,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2478300,2522830,2731880,2994790,3406000,3862970,4387320,5174590,6101080,6927490,8319710,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1999,Rebased from 1999-00 to 2004-05 base,GSDP: Manipur,India,India,"Annual, ending ""Mar"" of each year",INR mn,Central Statistics Office,Rebased,61164902 (IAUEAAAP),SR1905759,,,2000,2009,3/11/2013,Rebased from 1999-2000 base to 2004-2005 base. Replacement series ID: 253735302,374618087,44455,137010094.4,11705.13112,0.390101565,-1.414498744,0.263302916,31120,63440,42735,10,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,32600,31120,33690,35060,39790,45680,50660,54030,58480,63440,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1999,Rebased from 1999-00 to 2004-05 base,GSDP: Meghalaya,India,India,"Annual, ending ""Mar"" of each year",INR mn,Central Statistics Office,Rebased,61165002 (IAUEAAAQ),SR1905761,,,2000,2009,3/11/2013,Rebased from 1999-2000 base to 2004-2005 base. Replacement series ID: 253735402,374618097,59723,394844890,19870.70432,0.692171836,-0.498186544,0.332714437,35780,96110,55425,10,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,35780,39610,44780,47630,52800,58050,64450,73300,84720,96110,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1999,Rebased from 1999-00 to 2004-05 base,GSDP: Pondicherry,India,India,"Annual, ending ""Mar"" of each year",INR mn,Central Statistics Office,Rebased,61166502 (IAUEAABF),SR1905751,,,2000,2010,3/11/2013,Rebased from 1999-2000 base to 2004-2005 base. Replacement series ID: 253736902,374618257,69845.45455,1158027347,34029.80087,0.811254346,-0.78433149,0.487215683,32350,131430,54380,11,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,32350,38640,42590,49310,54380,51850,62190,84700,103120,117740,131430,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1999,Rebased from 1999-00 to 2004-05 base,GSDP: Punjab,India,India,"Annual, ending ""Mar"" of each year",INR mn,Central Statistics Office,Rebased,61165402 (IAUEAAAU),SR1905744,,,2000,2010,3/11/2013,Rebased from 1999-2000 base to 2004-2005 base. Replacement series ID: 253735802,374618137,1111624.545,1.65384E+11,406674.7545,0.970819846,-0.073960923,0.365838229,671620,1923640,966600,11,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,671620,746770,796110,822490,900890,966600,1086530,1212090,1443090,1658040,1923640,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1999,Rebased from 1999-00 to 2004-05 base,GSDP: Rajasthan,India,India,"Annual, ending ""Mar"" of each year",INR mn,Central Statistics Office,Rebased,61165502 (IAUEAAAV),SR1905827,,,2000,2010,3/11/2013,Rebased from 1999-2000 base to 2004-2005 base. Replacement series ID: 253735902,374618147,1322007.273,2.40218E+11,490120.1703,0.72353772,-0.837655386,0.37073939,824350,2197690,1172740,11,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,827200,824350,917710,885500,1116060,1172740,1286440,1533440,1764200,2016750,2197690,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1999,Rebased from 1999-00 to 2004-05 base,GSDP: Sikkim,India,India,"Annual, ending ""Mar"" of each year",INR mn,Central Statistics Office,Rebased,61165602 (IAUEAAAW),SR1905815,,,2000,2009,3/11/2013,Rebased from 1999-2000 base to 2004-2005 base. Replacement series ID: 253736002,374618157,16133,32704312.22,5718.768418,0.495203083,-0.851249299,0.354476441,8960,26120,15160,10,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,8960,10140,11360,12760,14300,16020,18300,20390,22980,26120,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1999,Rebased from 1999-00 to 2004-05 base,GSDP: Tamil Nadu,India,India,"Annual, ending ""Mar"" of each year",INR mn,Central Statistics Office,Rebased,61165702 (IAUEAAAX),SR1905880,,,2000,2010,3/11/2013,Rebased from 1999-2000 base to 2004-2005 base. Replacement series ID: 253736102,374618167,2273818.182,7.36471E+11,858179.1223,0.619425926,-1.055282644,0.377417653,1341850,3795030,2023740,11,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1341850,1467960,1488610,1581550,1753710,2023740,2348370,2769170,3049890,3392120,3795030,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1999,Rebased from 1999-00 to 2004-05 base,GSDP: Uttar Pradesh,India,India,"Annual, ending ""Mar"" of each year",INR mn,Central Statistics Office,Rebased,61165902 (IAUEAAAZ),SR1905790,,,2000,2010,3/11/2013,Rebased from 1999-2000 base to 2004-2005 base. Replacement series ID: 253736302,374618197,2800293.636,1.07076E+12,1034776.364,0.974372784,0.073888025,0.369524235,1751590,4913020,2488510,11,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1751590,1815120,1902690,2068550,2269720,2488510,2770680,3126270,3575570,4121510,4913020,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1999,Rebased from 1999-00 to 2004-05 base,GSDP: Uttaranchal,India,India,"Annual, ending ""Mar"" of each year",INR mn,Central Statistics Office,Rebased,61166002 (IAUEAABA),SR1905805,,,2000,2010,3/11/2013,Rebased from 1999-2000 base to 2004-2005 base. Replacement series ID: 253736402,374618207,260267.2727,12757454042,112948.9001,0.633388758,-0.725066775,0.433972735,126210,468720,237200,11,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,126210,145010,158260,184730,204390,237200,261790,313800,360450,402380,468720,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1999,Rebased from 1999-00 to 2004-05 base,GSDP: West Bengal,India,India,"Annual, ending ""Mar"" of each year",INR mn,Central Statistics Office,Rebased,61166102 (IAUEAABB),SR1905745,,,2000,2009,3/11/2013,Rebased from 1999-2000 base to 2004-2005 base. Replacement series ID: 253736502,253736502,2158686,5.36264E+11,732300.2396,0.814328738,-0.333695032,0.339234256,1353760,3539670,1993490,10,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1353760,1437250,1571440,1680000,1892590,2094390,2293390,2645420,3078950,3539670,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2011,,Gross State Domestic Product (GSDP): Andhra Pradesh,India,India,"Annual, ending ""Mar"" of each year",INR mn,Central Statistics Office,Active,374617937 (IAZDHAAAAAAMLL),SR97556517,,,2012,2018,5/9/2018,,,5542450.525,2.40519E+12,1550866.489,0.591639684,-0.799674233,0.279816028,3794020.3,8038732.178,5249756.4,7,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,3794020.3,4114037.1,4642715.4,5249756.4,6002981.5,6954910.8,8038732.178
2011,,GSDP: Andaman and Nicobar Islands,India,India,"Annual, ending ""Mar"" of each year",INR mn,Central Statistics Office,Active,374618227 (IAZDHAAAAAAMMO),SR97556527,,,2012,2017,2/8/2018,,,52633.03642,99467649.06,9973.346934,0.117891034,-1.109487563,0.189488344,39784.31748,66486.34175,52499.21183,6,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,39784.31748,44211.78674,50226.25383,54772.16982,60317.34889,66486.34175,#N/A
2011,,GSDP: Arunachal Pradesh,India,India,"Annual, ending ""Mar"" of each year",INR mn,Central Statistics Office,Active,374617947 (IAZDHAAAAAAMLM),SR97556537,,,2012,2018,2/8/2018,,,170438.8857,2148730318,46354.39912,0.252878573,-0.657551775,0.271970794,110626.9,243527.6,179568.4,7,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,110626.9,125466.5,145802.2,179568.4,185494.4,202586.2,243527.6
2011,,GSDP: Assam,India,India,"Annual, ending ""Mar"" of each year",INR mn,Central Statistics Office,Active,374617957 (IAZDHAAAAAAMLN),SR97556547,,,2012,2017,2/8/2018,,,1926345.225,1.80249E+11,424557.8265,0.427319746,-1.138212713,0.220395504,1431749.1,2543407.905,1867341.832,6,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1431749.1,1568642.4,1777452.2,1957231.464,2279588.284,2543407.905,#N/A
2011,,GSDP: Bihar,India,India,"Annual, ending ""Mar"" of each year",INR mn,Central Statistics Office,Active,374617967 (IAZDHAAAAAAMLO),SR97556557,,,2012,2018,2/8/2018,,,3532214.295,6.88208E+11,829582.8626,0.498017249,-0.396270317,0.234861986,2471439.606,4876284.979,3429509.407,7,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2471439.606,2823679.309,3171013.413,3429509.407,3694694.479,4258878.871,4876284.979
2011,,GSDP: Chandigarh,India,India,"Annual, ending ""Mar"" of each year",INR mn,Central Statistics Office,Active,374618237 (IAZDHAAAAAAMMP),SR97556567,,,2012,2017,2/8/2018,,,254783.2167,2329049866,48260.23069,-0.127877053,-0.975376081,0.189416836,187681.5,318231.7,256851.4,6,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,187681.5,216076.5,248217.4,265485.4,293006.8,318231.7,#N/A
2011,,GSDP: Chattisgarh,India,India,"Annual, ending ""Mar"" of each year",INR mn,Central Statistics Office,Active,374617977 (IAZDHAAAAAAMLP),SR97556577,,,2012,2018,5/9/2018,,,2216738.589,2.15358E+11,464067.2561,0.152418164,-0.673645998,0.209346857,1580738.209,2916807.187,2211422.5,7,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1580738.209,1775113.191,2068331.8,2211422.5,2342123.66,2622633.576,2916807.187
2011,,GSDP: Delhi,India,India,"Annual, ending ""Mar"" of each year",INR mn,Central Statistics Office,Active,374618247 (IAZDHAAAAAAMMQ),SR97556587,,,2012,2018,8/3/2018,,,5035648.755,1.49727E+12,1223629.093,0.243584398,-1.030260001,0.242993337,3437975.013,6860173.75,4948846.528,7,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,3437975.013,3913876.392,4439598.915,4948846.528,5480813.993,6168256.693,6860173.75
2011,,GSDP: Goa,India,India,"Annual, ending ""Mar"" of each year",INR mn,Central Statistics Office,Active,374617987 (IAZDHAAAAAAMLQ),SR97556597,,,2012,2017,2/8/2018,,,469894.3415,10677021310,103329.6729,0.604024768,-0.957055658,0.219899803,359211.0428,626607.9216,450904.1913,6,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,423666.5807,381200.1708,359211.0428,478141.8019,550538.5314,626607.9216,#N/A
2011,,GSDP: Gujarat,India,India,"Annual, ending ""Mar"" of each year",INR mn,Central Statistics Office,Active,374617997 (IAZDHAAAAAAMLR),SR97556607,,,2012,2017,2/8/2018,,,8767990.103,4.05795E+12,2014434.693,0.190932328,-0.979344259,0.229748742,6156060.741,11622865.45,8646981.704,6,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,6156060.741,7244953.612,8076231.94,9217731.469,10290097.41,11622865.45,#N/A
2011,,GSDP: Haryana,India,India,"Annual, ending ""Mar"" of each year",INR mn,Central Statistics Office,Active,374618007 (IAZDHAAAAAAMLS),SR97556617,,,2012,2017,8/8/2017,,,4192124.624,8.295E+11,910768.9745,0.085621566,-0.802470036,0.217257132,2975385.207,5473960.64,4190620.96,6,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2975385.207,3470320.127,4006621.224,4374620.696,4851839.853,5473960.64,#N/A
2011,,GSDP: Himachal Pradesh,India,India,"Annual, ending ""Mar"" of each year",INR mn,Central Statistics Office,Active,374618017 (IAZDHAAAAAAMLT),SR97556627,,,2012,2018,5/9/2018,,,1043619.82,52299047253,228689.8495,0.016157358,-1.16340347,0.219131378,727198.3732,1361982.071,1037723.232,7,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,727198.3732,828197.7858,947641.6475,1037723.232,1142394.1,1260201.533,1361982.071
2011,,GSDP: Jammu and Kashmir,India,India,"Annual, ending ""Mar"" of each year",INR mn,Central Statistics Office,Active,374618027 (IAZDHAAAAAAMLU),SR97556637,,,2012,2017,2/8/2018,,,1005691.558,33485633807,182990.8025,0.443976884,-1.04277528,0.181955194,782555.4808,1268465.381,969942.9263,6,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,782555.4808,871377.3407,956187.3829,983698.4697,1171865.291,1268465.381,#N/A
2011,,GSDP: Jharkhand,India,India,"Annual, ending ""Mar"" of each year",INR mn,Central Statistics Office,Active,374618037 (IAZDHAAAAAAMLV),SR97556647,,,2012,2018,2/8/2018,,,2043109.865,1.29248E+11,359511.1432,-0.081771573,-0.736592119,0.175962707,1509175.9,2552707.157,2066128,7,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1509175.9,1747236.9,1885667.1,2185251.7,2066128,2355602.3,2552707.157
2011,,GSDP: Karnataka,India,India,"Annual, ending ""Mar"" of each year",INR mn,Central Statistics Office,Active,374618047 (IAZDHAAAAAAMLW),SR97556657,,,2012,2018,5/9/2018,,,9349276.606,6.37776E+12,2525421.982,0.209643149,-1.064005529,0.270119506,6060098.097,13112973.66,9139230.299,7,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,6060098.097,6954130.453,8166661.528,9139230.299,10451817.59,11560024.61,13112973.66
2011,,GSDP: Kerala,India,India,"Annual, ending ""Mar"" of each year",INR mn,Central Statistics Office,Active,374618057 (IAZDHAAAAAAMLX),SR97556667,,,2012,2017,2/8/2018,,,4895352.545,9.09872E+11,953872.0394,0.083977543,-1.039962188,0.194852573,3640478.786,6216997.724,4888026.272,6,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,3640478.786,4123130.036,4650412.083,5125640.461,5615456.183,6216997.724,#N/A
2011,,GSDP: Madhya Pradesh,India,India,"Annual, ending ""Mar"" of each year",INR mn,Central Statistics Office,Active,374618067 (IAZDHAAAAAAMLY),SR97556677,,,2012,2018,5/9/2018,,,4989714.9,1.92373E+12,1386985.737,0.32938501,-0.859359119,0.277968935,3155615.9,7070469.9,4801213.3,7,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,3155615.9,3809248,4394834.4,4801213.3,5304426.1,6392196.7,7070469.9
2011,,GSDP: Maharashtra,India,India,"Annual, ending ""Mar"" of each year",INR mn,Central Statistics Office,Active,374618077 (IAZDHAAAAAAMLZ),SR97556687,,,2012,2018,2/8/2018,,,18443817.12,1.87318E+13,4328021.781,0.306414108,-0.9469524,0.234659765,12803694.37,24965053.69,17807210.24,7,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,12803694.37,14596284.43,16496948.47,17807210.24,19867212.1,22570316.51,24965053.69
2011,,GSDP: Manipur,India,India,"Annual, ending ""Mar"" of each year",INR mn,Central Statistics Office,Active,374618087 (IAZDHAAAAAAMMA),SR97556697,,,2012,2017,2/8/2018,,,169275.7483,1042894695,32293.88015,-0.063116866,-1.72070616,0.190776768,129145.991,210658.5,171555.4305,6,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,129145.991,137432.438,161820.361,181290.5,195306.7,210658.5,#N/A
2011,,GSDP: Meghalaya,India,India,"Annual, ending ""Mar"" of each year",INR mn,Central Statistics Office,Active,374618097 (IAZDHAAAAAAMMB),SR97556707,,,2012,2018,5/9/2018,,,243607.4163,1205336106,34717.95077,0.655024257,-0.009179923,0.142515985,199177.4838,302175.6095,232345.347,7,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,199177.4838,218720.2373,229382.3608,232345.347,251173.6374,272277.2382,302175.6095
2011,,GSDP: Mizoram,India,India,"Annual, ending ""Mar"" of each year",INR mn,Central Statistics Office,Active,374618107 (IAZDHAAAAAAMMC),SR97556717,,,2012,2017,2/8/2018,,,120292.3838,1645230539,40561.44153,0.199151357,-1.650860258,0.337190438,72586.9,176131.7559,119013.8519,6,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,72586.9,83619.3,102933.7039,135094,151388.6432,176131.7559,#N/A
2011,,GSDP: Nagaland,India,India,"Annual, ending ""Mar"" of each year",INR mn,Central Statistics Office,Active,374618117 (IAZDHAAAAAAMMD),SR97556727,,,2012,2017,2/8/2018,,,170536.533,1203087725,34685.555,-0.26317604,-1.091328192,0.20339076,121767.6436,214875.3989,175061.9825,6,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,121767.6436,141212.6965,166117.264,184006.7009,195239.494,214875.3989,#N/A
2011,,GSDP: Odisha,India,India,"Annual, ending ""Mar"" of each year",INR mn,Central Statistics Office,Active,374618127 (IAZDHAAAAAAMME),SR97556737,,,2012,2018,6/3/2018,,,3182123.362,4.08148E+11,638864.9681,0.257191222,-0.586841405,0.200766877,2309870.752,4159816.784,3142670.681,7,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2309870.752,2616996.019,2964753.758,3142670.681,3308737.719,3772017.821,4159816.784
2011,,GSDP: Puducherry,India,India,"Annual, ending ""Mar"" of each year",INR mn,Central Statistics Office,Active,374618257 (IAZDHAAAAAAMMR),SR97556747,,,2012,2018,5/9/2018,,,240402.6765,3114358674,55806.43936,0.243406001,-1.19483288,0.232137346,168180.1,322222.7899,225739.6286,7,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,168180.1,188754.5,218701.2,225739.6286,266427.7256,292792.7916,322222.7899
2011,,GSDP: Punjab,India,India,"Annual, ending ""Mar"" of each year",INR mn,Central Statistics Office,Active,374618137 (IAZDHAAAAAAMMF),SR97556757,,,2012,2017,2/8/2018,,,3450063.707,3.52438E+11,593664.6103,0.117721721,-0.889184747,0.172073521,2666282.913,4283399.143,3436243.805,6,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2666282.913,2977338.157,3321469.372,3551018.239,3900874.421,4283399.143,#N/A
